Prefix Trie Stemming:
roadbuilding = ing+roadbuild
driveways = s+driveway
drywall = l+drywal
siding = ing+sid
trusses = s+trusse
roofing = ing+roof
teamwork = k+teamwor
carrier = er+carri
asphalt = t+asphal
hardboard = ard+hardbo
gypsum = m+gypsu
wallboard = ard+wallbo
sheathing = ing+sheath
asbestos = s+asbesto
nlrda = a+nlrd
mills = s+mill
carloading = ing+carload
$.50 = 0+$.5
$.30/mbf = f+$.30/mb
$1.65 = 5+$1.6
48'' = ''+48
30'' = ''+30
packets = s+packet
7'' = ''+7
bd/ft = t+bd/f
50' = '+50
12' = '+12
forklift = t+forklif
21% = %+21
$.07/cwt = t+$.07/cw
carloads = s+carload
$4/mbf = f+$4/mb
$.054/mbf = f+$.054/mb
hauls = s+haul
$.75 = 5+$.7
$2.30/mbf = f+$2.30/mb
nrlda's = s+nrlda'
packages = s+package
truckdriver = er+truckdriv
third = d+thir
manhours = s+manhour
nahb = b+nah
bricklaying = ing+bricklay
scr = r+sc
bricklayers = s+bricklayer
bricks = s+brick
$81 = 1+$8
$43.50 = 0+$43.5
$7.50 = 0+$7.5
$36 = 6+$3
scaffold = d+scaffol
carpenter = er+carpent
anachronism = ism+anachron
$.65 = 5+$.6
$.03 = 3+$.0
finisher = er+finish
happenstance = e+happenstanc
piazzas = s+piazza
plazas = s+plaza
forums = s+forum
palaces = s+palace
capitals = s+capital
champagne = e+champagn
stairways = s+stairway
crags = s+crag
gourmets = s+gourmet
diathesis = s+diathesi
dockside = e+docksid
$3.00 = 0+$3.0
$1.00 = 0+$1.0
$2.00 = 0+$2.0
kilometer = er+kilomet
$.80 = 0+$.8
$.90 = 0+$.9
sedans = s+sedan
racks = s+rack
luxuries = s+luxurie
$1.26 = 6+$1.2
$1.10 = 0+$1.1
$.105 = 5+$.10
$.86 = 6+$.8
$.30 = 0+$.3
nickel = el+nick
$3.50 = 0+$3.5
$7.00 = 0+$7.0
$8.00 = 0+$8.0
$.12 = 2+$.1
$14.00 = 0+$14.0
guarantee = e+guarante
reputations = s+reputation
$12.00 = 0+$12.0
limousine = e+limousin
$10.00 = 0+$10.0
chauffeur = r+chauffeu
kilometers = s+kilometer
hinterlands = s+hinterland
peanuts = s+peanut
linguist = t+linguis
drawl = l+draw
oversoftness = s+oversoftnes
flirtation = on+flirtati
gambit = t+gambi
tandem = m+tande
programming = ing+programm
junctures = s+juncture
blubber = er+blubb
anthropology = y+anthropolog
linguistics = s+linguistic
norms = s+norm
talker = er+talk
linguists = s+linguist
therapy = y+therap
1950's = s+1950'
paralanguage = e+paralanguag
kinesics = s+kinesic
fade = e+fad
ending = ing+end
mom = m+mo
psychiatry = y+psychiatr
playbacks = s+playback
1940's = s+1940'
psychiatrists = s+psychiatrist
cues = s+cue
psychotherapy = y+psychotherap
therapist = t+therapis
therapists = s+therapist
charting = ing+chart
ambiguity = y+ambiguit
disinclination = on+disinclinati
giveaways = s+giveaway
chartings = s+charting
triad = d+tria
itemization = on+itemizati
questioning = ing+question
psychotherapists = s+psychotherapist
indicators = s+indicator
actuality = y+actualit
neurasthenic = c+neurastheni
soma = a+som
psyche = e+psych
freighter = er+freight
mole = e+mol
explosive = e+explosiv
ammo = o+amm
warfront = t+warfron
stockpiling = ing+stockpil
depot = t+depo
smokescreen = en+smokescre
incendiaries = s+incendiarie
cargo = o+carg
secrecy = y+secrec
decks = s+deck
convoy = y+convo
troopship = p+troopshi
raids = s+raid
squadron = on+squadr
squadrons = s+squadron
handmaiden = en+handmaid
tracers = s+tracer
paradise = e+paradis
grimness = s+grimnes
whispering = ing+whisper
gangplank = k+gangplan
grins = s+grin
schooner = er+schoon
olive = e+oliv
flashlight = t+flashligh
tinsel = el+tins
blips = s+blip
crewmen = men+crew
flares = s+flare
airports = s+airport
beacon = on+beac
mp's = s+mp'
casks = s+cask
gunners = s+gunner
cries = s+crie
merriment = t+merrimen
previsions = s+prevision
coincidences = s+coincidence
scorn = n+scor
slab = b+sla
telepathy = y+telepath
clairvoyance = e+clairvoyanc
prevision = on+previsi
retrovision = on+retrovisi
continuities = s+continuitie
dreamer = er+dream
imagery = y+imager
images = s+image
solitary = y+solitar
immensity = y+immensit
journeys = s+journey
pulsation = on+pulsati
counterpart = t+counterpar
progressions = s+progression
treasure = e+treasur
fadeout = t+fadeou
substitution = on+substituti
joblot = t+joblo
forgetfulness = s+forgetfulnes
obliteration = on+obliterati
psychologist = t+psychologis
orator = or+orat
nutrition = on+nutriti
handicaps = s+handicap
erosion = on+erosi
plowing = ing+plow
fertilizers = s+fertilizer
insecticides = s+insecticide
conservationist = t+conservationis
herd = d+her
wastes = s+waste
pails = s+pail
shredder = er+shredd
spreader = er+spread
soils = s+soil
enrichment = t+enrichmen
fungicides = s+fungicide
carrots = s+carrot
turnips = s+turnip
rutabagas = s+rutabaga
beets = s+beet
cabbage = e+cabbag
squash = h+squas
rotenone = e+rotenon
wholewheat = t+wholewhea
menus = s+menu
soy = y+so
grinding = ing+grind
cereals = s+cereal
cereal = al+cere
cornmeal = al+cornme
buckshot = t+bucksho
salads = s+salad
freezer = er+freez
suey = y+sue
hens = s+hen
roosters = s+rooster
fertility = y+fertilit
puddings = s+pudding
oranges = s+orange
kelp = p+kel
spaghetti = i+spaghett
loaves = s+loave
insecticide = e+insecticid
residues = s+residue
chewing = ing+chew
maple = e+mapl
hikes = s+hike
treats = s+treat
hiking = ing+hik
shampoo = o+shampo
sheen = en+she
complexion = on+complexi
biplane = e+biplan
wires = s+wire
plume = e+plum
gravel = el+grav
roadbed = d+roadbe
girders = s+girder
cloudburst = t+cloudburs
clerks = s+clerk
postmasters = s+postmaster
muck = k+muc
aviator = or+aviat
sod = d+so
hillside = e+hillsid
takeoffs = s+takeoff
landings = s+landing
quarrymen = men+quarry
flyers = s+flyer
hops = s+hop
hob = b+ho
terminals = s+terminal
flier = er+fli
barnstormer = er+barnstorm
aviators = s+aviator
backers = s+backer
leak = k+lea
airline = e+airlin
haul = l+hau
wreckage = e+wreckag
blur = r+blu
landing = ing+land
pouches = s+pouche
telegram = m+telegra
airplanes = s+airplane
vagaries = s+vagarie
togs = s+tog
felt = t+fel
sheepskin = in+sheepsk
helmet = t+helme
goggles = s+goggle
mittens = s+mitten
visibility = y+visibilit
ceilings = s+ceiling
hangar = ar+hang
aviation = on+aviati
sleet = t+slee
clocks = s+clock
bark = k+bar
reckoning = ing+reckon
overcast = t+overcas
mist = t+mis
messenger = er+messeng
meadows = s+meadow
barnyards = s+barnyard
repairmen = men+repair
barracks = s+barrack
slipstream = m+slipstrea
penman = an+penm
stickler = er+stickl
penny = y+penn
dictionary = y+dictionar
fogy = y+fog
invalids = s+invalid
serenity = y+serenit
unhappiness = s+unhappines
whirl = l+whir
knack = k+knac
doll = l+dol
hem = m+he
buttonholes = s+buttonhole
rugs = s+rug
ceramics = s+ceramic
cakes = s+cake
candies = s+candie
calorie = e+calori
gadgets = s+gadget
housework = k+housewor
forte = e+fort
slips = s+slip
dejection = on+dejecti
hobbies = s+hobbie
timetables = s+timetable
dolls = s+doll
hobby = y+hobb
clippings = s+clipping
puzzles = s+puzzle
n'th = th+n'
creativity = y+creativit
coop = p+coo
burrow = ow+burr
hive = e+hiv
sameness = s+samenes
forbears = s+forbear
blitzes = s+blitze
resultant = t+resultan
acrobats = s+acrobat
artisan = an+artis
procreativity = y+procreativit
honeymooners = s+honeymooner
gynecologists = s+gynecologist
intercourse = e+intercours
stateroom = m+stateroo
consummation = on+consummati
virginity = y+virginit
hymen = men+hy
bleeding = ing+bleed
membrane = e+membran
vagina = a+vagin
exaggerations = s+exaggeration
hymens = s+hymen
manuals = s+manual
outgrowth = th+outgrow
dilation = on+dilati
childbirth = th+childbir
dilatation = on+dilatati
reflex = x+refle
intrusion = on+intrusi
prolongation = on+prolongati
caresses = s+caresse
lubricant = t+lubrican
physicians = s+physician
urethra = a+urethr
virility = y+virilit
decisiveness = s+decisivenes
ruthlessness = s+ruthlessnes
orgasm = m+orgas
divergence = e+divergenc
nudity = y+nudit
matron = on+matr
nudist = t+nudis
censorship = p+censorshi
crusader = er+crusad
proponent = t+proponen
epitome = e+epitom
nudism = ism+nud
cares = s+care
counselors = s+counselor
masculinity = y+masculinit
maleness = s+malenes
favors = s+favor
custody = y+custod
counselor = or+counsel
pta = a+pt
overtures = s+overture
urge = e+urg
becoming = ing+becom
threshhold = d+threshhol
aggressor = or+aggress
bacon = on+bac
roost = t+roos
gynecologist = t+gynecologis
'90s = s+'90
marketplace = e+marketplac
flapper = er+flapp
sway = y+swa
tradesmen = men+trades
arousal = al+arous
passivity = y+passivit
cure = e+cur
prostitute = e+prostitut
say = y+sa
trollop = p+trollo
oleomargarine = e+oleomargarin
tycoon = on+tyco
procurer = er+procur
teenager = er+teenag
chaperone = e+chaperon
audition = on+auditi
financier = er+financi
yearnings = s+yearning
gamblers = s+gambler
croupier = er+croupi
casino = o+casin
fiddling = ing+fiddl
revels = s+revel
halls = s+hall
lass = s+las
servitors = s+servitor
pimp = p+pim
courtesan = an+courtes
autopsy = y+autops
morphine = e+morphin
dope = e+dop
bracket = t+bracke
kidney = y+kidne
disorder = er+disord
ozone = e+ozon
applicator = or+applicat
ailment = t+ailmen
sage = e+sag
tumors = s+tumor
cysts = s+cyst
quack = k+quac
quackery = y+quacker
quacks = s+quack
miseries = s+miserie
metals = s+metal
ticks = s+tick
buzzes = s+buzze
con = on+c
vocabulary = y+vocabular
impotence = e+impotenc
faker = er+fak
anaprapath = th+anaprapa
physiotherapist = t+physiotherapis
electrotherapist = t+electrotherapis
naturopath = th+naturopa
sanipractor = or+sanipract
cultist = t+cultis
masseur = r+masseu
letterhead = d+letterhea
hawker = er+hawk
plunder = er+plund
$1020 = 0+$102
$4200 = 0+$420
chiropractor = or+chiropract
radioclast = t+radioclas
diagnometer = er+diagnomet
fda = a+fd
$610 = 0+$61
charlatans = s+charlatan
bbb = b+bb
policing = ing+polic
loot = t+loo
ghouls = s+ghoul
townsman = an+townsm
practitioner = er+practition
arsenic = c+arseni
strychnine = e+strychnin
insulin = in+insul
spike = e+spik
barium = m+bariu
chloride = e+chlorid
$306 = 6+$30
healer = er+heal
knobs = s+knob
prescription = on+prescripti
compresses = s+compresse
fast = t+fas
$35,823 = 3+$35,82
ghoul = l+ghou
blankets = s+blanket
$185 = 5+$18
cures = s+cure
oldsters = s+oldster
fda's = s+fda'
sufferers = s+sufferer
arthritis = s+arthriti
rheumatism = ism+rheumat
avarice = e+avaric
classmate = e+classmat
orthodontist = t+orthodontis
dentist = t+dentis
jaws = s+jaw
orthodontics = s+orthodontic
occlusion = on+occlusi
malocclusion = on+malocclusi
thrusting = ing+thrust
jawbone = e+jawbon
malformations = s+malformation
protrusion = on+protrusi
lowers = s+lower
eyeteeth = th+eyetee
fangs = s+fang
predisposition = on+predispositi
deformity = y+deformit
thumbs = s+thumb
molar = ar+mol
jumble = e+jumbl
alignment = t+alignmen
pyorrhea = a+pyorrhe
appliance = e+applianc
soreness = s+sorenes
retention = on+retenti
molars = s+molar
$750 = 0+$75
$1,200 = 0+$1,20
$650 = 0+$65
orthodontists = s+orthodontist
clinics = s+clinic
births = s+birth
try = y+tr
alginates = s+alginate
checkup = p+checku
nicknames = s+nickname
prognoses = s+prognose
sitter = er+sitt
mediums = s+medium
sensitives = s+sensitive
mediumship = p+mediumshi
sitting = ing+sitt
proxy = y+prox
esp = p+es
sittings = s+sitting
experimenter = er+experiment
questioner = er+question
communicator = or+communicat
typescript = t+typescrip
objectiveness = s+objectivenes
twins = s+twin
typhoid = d+typhoi
smallpox = x+smallpo
parapsychology = y+parapsycholog
sitters = s+sitter
meaningfulness = s+meaningfulnes
odors = s+odor
irons = s+iron
chickens = s+chicken
locality = y+localit
drought = t+drough
hail = l+hai
rent = t+ren
pig = g+pi
farming = ing+farm
plantings = s+planting
secondhand = d+secondhan
combine = e+combin
binder = er+bind
mains = s+main
modernizing = ing+moderniz
dirge = e+dirg
graybeards = s+graybeard
adolescents = s+adolescent
corpses = s+corpse
recollections = s+recollection
catharsis = s+catharsi
awfulness = s+awfulnes
emotionalism = ism+emotional
tightening = ing+tighten
vanguard = ard+vangu
recollection = on+recollecti
dock = k+doc
fiend = d+fien
murderer = er+murder
giddiness = s+giddines
rightness = s+rightnes
utmost = t+utmos
betrayal = al+betray
phraseology = y+phraseolog
complement = t+complemen
strangulation = on+strangulati
emigration = on+emigrati
promulgators = s+promulgator
accomplices = s+accomplice
dislike = e+dislik
madness = s+madnes
gassings = s+gassing
patriots = s+patriot
abyss = s+abys
demoralization = on+demoralizati
neighborliness = s+neighborlines
opportunism = ism+opportun
megalomania = a+megalomani
fates = s+fate
compatriots = s+compatriot
outrage = e+outrag
accounting = ing+account
memoirs = s+memoir
surgeon = on+surge
rancor = or+ranc
faiths = s+faith
recrimination = on+recriminati
sensibilities = s+sensibilitie
jibes = s+jibe
contraceptives = s+contraceptive
procreation = on+procreati
fostering = ing+foster
spouses = s+spouse
propositions = s+proposition
propagation = on+propagati
bootleggers = s+bootlegger
racketeers = s+racketeer
contraception = on+contracepti
condemnation = on+condemnati
continence = e+continenc
radical = al+radic
fiat = t+fia
voyage = e+voyag
mate = e+mat
seaman = an+seam
journal = al+journ
sailing = ing+sail
geographers = s+geographer
strait = t+strai
qualms = s+qualm
voyages = s+voyage
explorer = er+explor
misconception = on+misconcepti
forties = s+fortie
navigator = or+navigat
voyager = er+voyag
ruffian = an+ruffi
pimps = s+pimp
panders = s+pander
whores = s+whore
protege = e+proteg
nearness = s+nearnes
bergs = s+berg
inlet = t+inle
passageway = y+passagewa
captains = s+captain
headlands = s+headland
mists = s+mist
gateways = s+gateway
cape = e+cap
precipice = e+precipic
deltas = s+delta
intuition = on+intuiti
muskets = s+musket
cabins = s+cabin
bloodshed = d+bloodshe
boatswain = in+boatswa
capstan = an+capst
axe = e+ax
humanitarian = an+humanitari
crofters = s+crofter
headwaters = s+headwater
aborigines = s+aborigine
regiments = s+regiment
hoes = s+hoe
ravages = s+ravage
grasshoppers = s+grasshopper
dispersal = al+dispers
huts = s+hut
stockade = e+stockad
barony = y+baron
traders = s+trader
fort = t+for
withes = s+withe
thills = s+thill
bushels = s+bushel
barley = y+barle
infantry = y+infantr
outposts = s+outpost
trader = er+trad
drovers = s+drover
rafts = s+raft
powder = er+powd
nets = s+net
mice = e+mic
plains = s+plain
patron = on+patr
prohibiton = on+prohibit
vitals = s+vital
pemmican = an+pemmic
lise = e+lis
comrades = s+comrade
rawhide = e+rawhid
rider = er+rid
stirups = s+stirup
slowness = s+slownes
litter = er+litt
leaches = s+leache
missive = e+missiv
maget = t+mage
sergeant = t+sergean
twister = er+twist
wildcat = t+wildca
modes = s+mode
corpulence = e+corpulenc
plantation = on+plantati
pups = s+pup
maladies = s+maladie
diarrhoea = a+diarrhoe
looseness = s+loosenes
bowels = s+bowel
knott = t+knot
quickstep = p+quickste
diorah = h+diora
poark = k+poar
stomack = k+stomac
dyerear = ar+dyere
garrison = on+garris
hubbub = b+hubbu
escapes = s+escape
blots = s+blot
dodge = e+dodg
admonitions = s+admonition
sweethearts = s+sweetheart
usages = s+usage
companions = s+companion
exploits = s+exploit
belles = s+belle
lies = s+lie
comrade = e+comrad
yuse = e+yus
chouise = e+chouis
feler = er+fel
drunkard = ard+drunk
bich = h+bic
theaf = f+thea
pigen = en+pig
helion = on+heli
hel = el+h
infantryman = an+infantrym
secessionists = s+secessionist
suns = s+sun
biches = s+biche
disparagement = t+disparagemen
ass = s+as
ignoramus = s+ignoramu
guts = s+gut
bear = ar+be
puke = e+puk
regiment = t+regimen
shucks = s+shuck
rascals = s+rascal
docters = s+docter
aconte = e+acont
do(c)ters = s+do(c)ter
offersey = y+offerse
homefolk = k+homefol
takeing = ing+take
corporal = al+corpor
whiskey = y+whiske
gunpowder = er+gunpowd
shavings = s+shaving
diary = y+diar
skunks = s+skunk
booty = y+boot
imperialism = ism+imperial
legends = s+legend
1880s = s+1880
curricula = a+curricul
incarnation = on+incarnati
confederacy = y+confederac
patriotism = ism+patriot
myths = s+myth
proverbs = s+proverb
rhymes = s+rhyme
definitions = s+definition
sentimentalists = s+sentimentalist
dramatists = s+dramatist
heritages = s+heritage
lore = e+lor
anthropologists = s+anthropologist
amateurs = s+amateur
propagandists = s+propagandist
footnote = e+footnot
collector = or+collect
propagandist = t+propagandis
analyst = t+analys
progandist = t+progandis
probings = s+probing
hillbilly = y+hillbill
potpourri = i+potpourr
remedy = y+remed
poems = s+poem
bias = s+bia
candour = r+candou
trouser = er+trous
armpit = t+armpi
murders = s+murder
florist = t+floris
bouquets = s+bouquet
wreaths = s+wreath
lurch = h+lurc
quickness = s+quicknes
plugugly = y+plugugl
casebook = k+caseboo
psychopath = th+psychopa
rackets = s+racket
roughneck = k+roughnec
plasterer = er+plaster
choir = r+choi
acolyte = e+acolyt
tenements = s+tenement
honkytonks = s+honkytonk
neighbourhood = d+neighbourhoo
housebreaking = ing+housebreak
newsboy = y+newsbo
waiter = er+wait
waiters = s+waiter
vendors = s+vendor
safe = e+saf
breaker = er+break
highwayman = an+highwaym
interludes = s+interlude
alderman = an+alderm
bribes = s+bribe
holdups = s+holdup
pistoleers = s+pistoleer
bullyboys = s+bullyboy
gag = g+ga
grapevine = e+grapevin
fraternisation = on+fraternisati
heelers = s+heeler
parable = e+parabl
felons = s+felon
fixers = s+fixer
honour = r+honou
$2500 = 0+$250
stickpin = in+stickp
platinum = m+platinu
rubies = s+rubie
blatancy = y+blatanc
feasts = s+feast
jowl = l+jow
tributes = s+tribute
bribers = s+briber
repeat = t+repea
landslide = e+landslid
liking = ing+lik
truculence = e+truculenc
insolence = e+insolenc
blandness = s+blandnes
bodyguard = ard+bodygu
referee = e+refere
slight = t+sligh
nighters = s+nighter
buckle = e+buckl
braggadocio = o+braggadoci
bums = s+bum
cops = s+cop
amity = y+amit
booze = e+booz
recklessness = s+recklessnes
proliferation = on+proliferati
brothels = s+brothel
concession = on+concessi
coups = s+coup
brazenness = s+brazennes
stead = d+stea
tsunami = i+tsunam
earthquake = e+earthquak
eruption = on+erupti
inundations = s+inundation
geologists = s+geologist
archaeologists = s+archaeologist
crest = t+cres
gravity = y+gravit
amplitude = e+amplitud
swells = s+swell
bathers = s+bather
salvo = o+salv
swell = l+swel
suck = k+suc
reefs = s+reef
quake = e+quak
landslides = s+landslide
hissing = ing+hiss
roaring = ing+roar
seaquake = e+seaquak
luminosity = y+luminosit
organism = ism+organ
sardines = s+sardine
diatoms = s+diatom
fishes = s+fishe
oscillation = on+oscillati
earthquakes = s+earthquake
seismographs = s+seismograph
epicenter = er+epicent
seismograph = h+seismograp
longitude = e+longitud
calculations = s+calculation
$800,000 = 0+$800,00
reminders = s+reminder
belts = s+belt
restlessness = s+restlessnes
tremor = or+trem
valor = or+val
cavalry = y+cavalr
trooper = er+troop
saloon = on+salo
steed = d+stee
shamrock = k+shamroc
chuckle = e+chuckl
bugler = er+bugl
platoon = on+plato
rifleman = an+riflem
rotc = c+rot
berth = th+ber
beachhead = d+beachhea
crack = k+crac
cannon = on+cann
fodder = er+fodd
ram = m+ra
piles = s+pile
reinforcements = s+reinforcement
cavalrymen = men+cavalry
stragglers = s+straggler
grenade = e+grenad
attackers = s+attacker
instant = t+instan
bellow = ow+bell
paddies = s+paddie
cowardice = e+cowardic
battlefield = d+battlefiel
imperfectability = y+imperfectabilit
conquests = s+conquest
skirmishes = s+skirmishe
parliaments = s+parliament
adherent = t+adheren
isolation = on+isolati
capture = e+captur
mask = k+mas
auxiliaries = s+auxiliarie
troubie = e+troubi
pretensions = s+pretension
bridgehead = d+bridgehea
rattle = e+rattl
thumping = ing+thump
mortars = s+mortar
shutters = s+shutter
bicycles = s+bicycle
newspaperman = an+newspaperm
eclipse = e+eclips
toad = d+toa
din = in+d
thoroughfares = s+thoroughfare
rubble = e+rubbl
siege = e+sieg
terrorists = s+terrorist
ambush = h+ambus
buffaloes = s+buffaloe
pirogues = s+pirogue
loom = m+loo
frangipani = i+frangipan
$1.60 = 0+$1.6
ruts = s+rut
escorts = s+escort
lethargy = y+letharg
mien = en+mi
bush = h+bus
cicadas = s+cicada
notebooks = s+notebook
squat = t+squa
dispensary = y+dispensar
bouncing = ing+bounc
coatings = s+coating
anthropologist = t+anthropologis
doctorate = e+doctorat
usom = m+uso
shovels = s+shovel
infirmary = y+infirmar
elders = s+elder
coconuts = s+coconut
soldiery = y+soldier
villager = er+villag
shirts = s+shirt
pet = t+pe
rite = e+rit
myriad = d+myria
notables = s+notable
divinities = s+divinitie
happiness = s+happines
villagers = s+villager
wrists = s+wrist
maggots = s+maggot
salve = e+salv
weakening = ing+weaken
strivings = s+striving
blend = d+blen
synagogue = e+synagogu
beards = s+beard
intermarriage = e+intermarriag
outing = ing+out
teen = en+te
exertions = s+exertion
pursuits = s+pursuit
counterparts = s+counterpart
sexes = s+sexe
marginality = y+marginalit
contradistinction = on+contradistincti
vigilance = e+vigilanc
ambiance = e+ambianc
perpetuation = on+perpetuati
breaking = ing+break
certitudes = s+certitude
overprotection = on+overprotecti
sorority = y+sororit
tentacles = s+tentacle
sallying = ing+sally
acculturation = on+acculturati
hordes = s+horde
fraternities = s+fraternitie
sororities = s+sororitie
advertisements = s+advertisement
marts = s+mart
watchings = s+watching
pinnings = s+pinning
ringings = s+ringing
mascara = a+mascar
hairdos = s+hairdo
lard = ard+l
cornstarch = h+cornstarc
menstruation = on+menstruati
tansy = y+tans
beefsteak = k+beefstea
coolness = s+coolnes
salves = s+salve
informant = t+informan
healing = ing+heal
epsom = m+epso
ointment = t+ointmen
mucilage = e+mucilag
welding = ing+weld
poultices = s+poultice
parings = s+paring
cobwebs = s+cobweb
knuckle = e+knuckl
turpentine = e+turpentin
scar = ar+sc
chaw = aw+ch
scalp = p+scal
veronica = a+veronic
herb = b+her
rue = e+ru
antiseptic = c+antisepti
tetanus = s+tetanu
rabies = s+rabie
madstones = s+madstone
hydrophobia = a+hydrophobi
poker = er+pok
nosebleed = d+noseblee
nostril = l+nostri
knot = t+kno
sores = s+sore
blisters = s+blister
blister = er+blist
felon = on+fel
saliva = a+saliv
bite = e+bit
proverb = b+prover
poultice = e+poultic
swellings = s+swelling
chiggers = s+chigger
berries = s+berrie
pests = s+pest
bluing = ing+blu
mosquito = o+mosquit
soda = a+sod
wasp = p+was
stings = s+sting
soap = p+soa
bee = e+be
bedbugs = s+bedbug
slats = s+slat
alum = m+alu
sublimate = e+sublimat
lice = e+lic
cinder = er+cind
flaxseed = d+flaxsee
covering = ing+cover
eyeball = l+eyebal
wisp = p+wis
gentian = an+genti
erysipelas = s+erysipela
dram = m+dra
borax = x+bora
ounce = e+ounc
glycerine = e+glycerin
itch = h+itc
cider = er+cid
bloodroot = t+bloodroo
growths = s+growth
sassafras = s+sassafra
eucalyptus = s+eucalyptu
chilblains = s+chilblain
tincture = e+tinctur
capsicum = m+capsicu
boils = s+boil
rye = e+ry
molasses = s+molasse
elm = m+el
corns = s+corn
calluses = s+calluse
bandage = e+bandag
drip = p+dri
sulphur = r+sulphu
eave = e+eav
arnica = a+arnic
cramps = s+cramp
brandy = y+brand
rope = e+rop
waist = t+wais
sprains = s+sprain
plenipotentiary = y+plenipotentiar
genii = i+geni
shipper = er+shipp
wines = s+wine
shippers = s+shipper
misrepresentation = on+misrepresentati
dishonesty = y+dishonest
blends = s+blend
drinking = ing+drink
palates = s+palate
beginner = er+beginn
palate = e+palat
renown = n+renow
dig = g+di
requisites = s+requisite
guardian = an+guardi
purveyor = or+purvey
pocketbooks = s+pocketbook
bargains = s+bargain
corks = s+cork
furnaces = s+furnace
purists = s+purist
purism = ism+pur
bucket = t+bucke
magnums = s+magnum
aeration = on+aerati
sweetness = s+sweetnes
claret = t+clare
tannin = in+tann
sediment = t+sedimen
corkscrew = w+corkscre
wicker = er+wick
cradles = s+cradle
shortcut = t+shortcu
dregs = s+dreg
clarets = s+claret
overseer = er+overse
planter = er+plant
inducement = t+inducemen
philantrophy = y+philantroph
$7,000 = 0+$7,00
$6,666.66 = 6+$6,666.6
annoyances = s+annoyance
abolitionist = t+abolitionis
civility = y+civilit
planters = s+planter
bondage = e+bondag
solicitousness = s+solicitousnes
levee = e+leve
chattels = s+chattel
regret = t+regre
jubilation = on+jubilati
diffidence = e+diffidenc
appointees = s+appointee
moderns = s+modern
pragmatism = ism+pragmat
accountant = t+accountan
memoir = r+memoi
prodigy = y+prodig
find = d+fin
paratroopers = s+paratrooper
credentials = s+credential
renovation = on+renovati
attainments = s+attainment
dams = s+dam
impresario = o+impresari
tempest = t+tempes
sculptors = s+sculptor
memorials = s+memorial
tablets = s+tablet
shrine = e+shrin
hodgepodge = e+hodgepodg
coating = ing+coat
gaucherie = e+gaucheri
tenant = t+tenan
sofa = a+sof
hollowware = e+hollowwar
monumentality = y+monumentalit
perils = s+peril
uso = o+us
elms = s+elm
sophisticate = e+sophisticat
camaraderie = e+camaraderi
hookup = p+hooku
retriever = er+retriev
informality = y+informalit
disdain = in+disda
ski = i+sk
damsel = el+dams
travelers = s+traveler
riverbanks = s+riverbank
kisses = s+kisse
skis = s+ski
terrains = s+terrain
freshmen = men+fresh
spruce = e+spruc
climbs = s+climb
sawing = ing+saw
sawmill = l+sawmil
backwoods = s+backwood
proctor = or+proct
factions = s+faction
inviolability = y+inviolabilit
charters = s+charter
oratory = y+orator
orators = s+orator
eloquence = e+eloquenc
earl = l+ear
plain = in+pla
remoteness = s+remotenes
log = g+lo
hut = t+hu
pagans = s+pagan
commencement = t+commencemen
retinue = e+retinu
punchbowl = l+punchbow
exuberance = e+exuberanc
punch = h+punc
underclassman = an+underclassm
pines = s+pine
commencements = s+commencement
curriculums = s+curriculum
brashness = s+brashnes
curbside = e+curbsid
stepmother = er+stepmoth
travels = s+travel
stableman = an+stablem
suspect = t+suspec
iota = a+iot
inquest = t+inques
associate = e+associat
vagabond = d+vagabon
accomplice = e+accomplic
alibi = i+alib
shopping = ing+shopp
hatchet = t+hatche
bloodstains = s+bloodstain
exoneration = on+exonerati
pears = s+pear
myopia = a+myopi
cricket = t+cricke
butler = er+butl
domestic = c+domesti
schoolmate = e+schoolmat
astronomer = er+astronom
recitation = on+recitati
botany = y+botan
zoology = y+zoolog
chess = s+ches
organist = t+organis
eclipses = s+eclipse
discernment = t+discernmen
exquisiteness = s+exquisitenes
hearers = s+hearer
geometry = y+geometr
climbing = ing+climb
horseback = k+horsebac
riding = ing+rid
brunt = t+brun
boilers = s+boiler
thankfulness = s+thankfulnes
bequests = s+bequest
rhetoric = c+rhetori
hardships = s+hardship
seminary = y+seminar
memorial = al+memori
occupations = s+occupation
motivation = on+motivati
inequality = y+inequalit
learners = s+learner
relevance = e+relevanc
vocational = al+vocation
adjective = e+adjectiv
stenography = y+stenograph
vocation = on+vocati
typewriting = ing+typewrit
plumber = er+plumb
redevelopment = t+redevelopmen
vandalism = ism+vandal
repairing = ing+repair
soybean = an+soybe
soybeans = s+soybean
grits = s+grit
flakes = s+flake
curd = d+cur
seedcoats = s+seedcoat
carbohydrate = e+carbohydrat
oils = s+oil
sorghum = m+sorghu
byproducts = s+byproduct
crushing = ing+crush
oilseeds = s+oilseed
forages = s+forage
1930's = s+1930'
byproduct = t+byproduc
nonfood = d+nonfoo
flax = x+fla
castor = or+cast
tung = g+tun
perilla = a+perill
oiticica = a+oiticic
varnishes = s+varnishe
poppy = y+popp
sesame = e+sesam
rape = e+rap
castorbeans = s+castorbean
constituent = t+constituen
almond = d+almon
perfumery = y+perfumer
fragrances = s+fragrance
cosmetics = s+cosmetic
peach = h+peac
plum = m+plu
soaps = s+soap
glycerin = in+glycer
explosives = s+explosive
kernel = el+kern
detergents = s+detergent
resins = s+resin
mahua = a+mahu
shea = a+she
starch = h+starc
